artist_id,username,url,new data,tracks
5949564,WALE,https://soundcloud.com/walefolarin,some new data,some tracks
4803918,Big Sean,https://soundcloud.com/bigsean-1,some new data,some tracks
19697240,YMCMB-Official,https://soundcloud.com/ymcmbofficial,some new data,some tracks
17364233,Def Jam Recordings,https://soundcloud.com/defjam,some new data,some tracks
