review body
Pour un voyage d affaires avec mon mari j’ai découvert cet hôtel qui m à enchantée Certes notre chambre était un peu exiguë mais tout y était :confort des literies propreté et transparence de la salle de bain comme je les aime L emplacement est idéal pour le shopping ou le business les buffets sont fabuleux et la gentillesse du personnel inégalée La piscine est très agréable de même que le FItness bref la totale Allez y vous serais émerveillé
