name,link,image_urls,images
White Paint Splatter Replica Sneakers,https://www.ssense.com/men/product/maison-margiela/white-paint-splatter-replica-sneakers/2457978,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_5.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_1.jpg', 'path': 'full/703bf1f3b8bd01a5b969acdb742cecba26ebe60d.jpg', 'checksum': '6f776746efcd5a595e169804a08a40c9'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_2.jpg', 'path': 'full/1bb05b20137aabf2ace4f65c76fb40359e23ee9a.jpg', 'checksum': '054ddd7ad4da662febbf18f6f8c1329c'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_3.jpg', 'path': 'full/7dfd250a4d08749186e4539275ab73a19e630cef.jpg', 'checksum': '7196afc21aa27801c29a2d76a9b0ad75'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_4.jpg', 'path': 'full/10d9ac51aa48a454f1c151e478f1cc636e60de27.jpg', 'checksum': '5c349e9e07047e41aa978438e96abed4'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237016_5.jpg', 'path': 'full/821568b24b7d2b0bb18bb2dab04cd3050e1c6d0c.jpg', 'checksum': 'fe7711261f4c0b95f7bcaca942571b84'}]"
White Replica Sneakers,https://www.ssense.com/men/product/maison-margiela/white-replica-sneakers/2457528,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_5.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_6.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_1.jpg', 'path': 'full/2472db87513c3384eb380d7e825271e37aff7423.jpg', 'checksum': '63265f325ff7d39cb99418152c8a9911'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_2.jpg', 'path': 'full/242c4947f3d4143fb967e13503fd349ecd38a2c3.jpg', 'checksum': '9504b3a51fc9d28c7b0daf6c29d9e99d'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_3.jpg', 'path': 'full/d7c142865a0985bc8452e85be70b7b7b85c9396b.jpg', 'checksum': '3772fa3bf2a124cbdf41429a459ce49c'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_4.jpg', 'path': 'full/28b80882dedd4b319f6c01aa20aa48a9c6ac5ed3.jpg', 'checksum': 'd1c792747c65fb0a10df3d131e74bf13'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_5.jpg', 'path': 'full/7f4ff6084d7f0486dee062f7300d87d50bc4b3b9.jpg', 'checksum': '927283e6a494aa29b880c8acbe104f35'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M236001_6.jpg', 'path': 'full/de07960d9580caef9d64039c3aa9b22dabff80af.jpg', 'checksum': '4f8f6b4711c88d22ff9bf9672c3d9986'}]"
White Replica Sneakers,https://www.ssense.com/men/product/maison-margiela/white-replica-sneakers/2456978,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_5.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_6.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_1.jpg', 'path': 'full/a226eeaffc1d5ebcbfd4db3798af772622c81ac5.jpg', 'checksum': '8847d83ac4105157b9abf225f85d939a'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_2.jpg', 'path': 'full/8bfc5a4df3dadc3d2cc1b9eed5ba5a23154f0b5a.jpg', 'checksum': '295b31ccdcbfd2785f66686ab042964a'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_3.jpg', 'path': 'full/0b0f1d0a63e177beabd07da46f6593a16d372a8b.jpg', 'checksum': 'b55705d139341e1d6e9b3bfae153499b'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_4.jpg', 'path': 'full/7fe88e3d365f12d821cddb3393264fdf420a8c5d.jpg', 'checksum': '0f129e260bed42e8768069bb0405b500'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_5.jpg', 'path': 'full/7d5bb337b80618a680613b6a4ba8389f0beb399f.jpg', 'checksum': 'dcf6b22e586d1c0e4905e1c0b0a2e7b2'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237009_6.jpg', 'path': 'full/c756bbcd3fb83173873f528f137325c08a2b84f9.jpg', 'checksum': 'f8b81d057de8fc29cbbd5b6eb8670ada'}]"
Black Replica Sneakers,https://www.ssense.com/men/product/maison-margiela/black-replica-sneakers/2455708,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_5.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_6.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_1.jpg', 'path': 'full/9e8d7bac59d222123a0b3ed68188fc8a27fc3ae7.jpg', 'checksum': 'c87331ff15558a3e956000fcd21e3639'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_2.jpg', 'path': 'full/e777d21a014f4feba450f762e049b5fc91b7674d.jpg', 'checksum': '28db02449627d539668616b8f3f17186'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_3.jpg', 'path': 'full/17df5d523ea6fa83cd4f8e45fe188d08a9efee70.jpg', 'checksum': '66ac0d202b3b93975d497167fc005b5d'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_4.jpg', 'path': 'full/d7a431e4a8bde158396efbb33a9a1762416bff74.jpg', 'checksum': '1ba7bc51b4f7fe023b21051b05a3f118'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_5.jpg', 'path': 'full/a90006c7b5398959e16c672f6aecb00ddaacae00.jpg', 'checksum': 'f7706af65f42485bb91c15a9e5409a40'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237006_6.jpg', 'path': 'full/d4a6ca3d38196a32aeb6661b715c0d33ce598dd5.jpg', 'checksum': '7cd559e7b8d9e3f1e1ebabfc2468ee5a'}]"
Black Chukka Hybrid Sneakers,https://www.ssense.com/men/product/maison-margiela/black-chukka-hybrid-sneakers/2457888,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_5.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_1.jpg', 'path': 'full/de0898721758b642876596b690693763d4fd83a1.jpg', 'checksum': 'b823da8efcfcfafb71ac3b4cd604f108'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_2.jpg', 'path': 'full/5c3b91c5feb63049d148a3277e100892df6520d0.jpg', 'checksum': '7161edf4a70742790c9a4c1be80eb05c'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_3.jpg', 'path': 'full/6a211683adce467eafeb712e7afd0c516f666ce0.jpg', 'checksum': '7148b377258893f0944284dd0fbedd6a'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_4.jpg', 'path': 'full/7121f67af38af4b1e2d1442e35d407672cd5019e.jpg', 'checksum': 'a34b904507a445e15825f12809c33f29'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237014_5.jpg', 'path': 'full/30774b9d76bf21053bf6ea2a35e8b55e2a1139bc.jpg', 'checksum': '43e66e249ab715a1c346a2bd2783ca57'}]"
Black Runners Sneakers,https://www.ssense.com/men/product/maison-margiela/black-runners-sneakers/2458068,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_5.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_1.jpg', 'path': 'full/f7bb55b3844adcd58b6095f964d8b5d3b65e00dd.jpg', 'checksum': '82d9a4bbc98dc8a881c0a7c09cc46815'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_2.jpg', 'path': 'full/e98c180339c0e48bc58fc0c00f33a28debd834cc.jpg', 'checksum': 'df7f30d276349d93ba210a0cbb42c672'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_3.jpg', 'path': 'full/3407e1e853d3a23fde4bbe9262289ac6d3ba1639.jpg', 'checksum': '0d49500dc08687e776c4f9d81af767e6'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_4.jpg', 'path': 'full/20981937a62ed4de2a32d790a8e4dd35dd6fdbe6.jpg', 'checksum': '64eead708d67c61223751252c8c8df71'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181168M237024_5.jpg', 'path': 'full/91335d7858283e8a3bbba098a02ac5f2d9bd37e7.jpg', 'checksum': '50580314587fad71a6068a7ef807e7a8'}]"
Off-White S-Voyage Sneakers,https://www.ssense.com/men/product/diesel/off-white-s-voyage-sneakers/2430848,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_5.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_1.jpg', 'path': 'full/5f9cb99b3967dae6b251223763441ddde8724866.jpg', 'checksum': 'f1557a45dadef77a7d7c5c8284d6854b'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_2.jpg', 'path': 'full/7b8d6f045fe08146668c55ca658b51eaf55e662c.jpg', 'checksum': '01218192a8817fa3dc4f39d91d505b65'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_3.jpg', 'path': 'full/957dcdfca854d813142f16ca605090601343a156.jpg', 'checksum': 'e5ed3640a48a1df48abc15499fca168d'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_4.jpg', 'path': 'full/2c27d46694558eeec177ec165ab7efed9cee580d.jpg', 'checksum': 'fa940f8eb3df6b567aeafaf08af5e27f'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181001M237002_5.jpg', 'path': 'full/f33f0b498151470b8a90f386fd270d3d373ac431.jpg', 'checksum': '2078e70702c5f3d8f1e85200c2ddb308'}]"
White 350 Sneakers,https://www.ssense.com/men/product/adidas-originals/white-350-sneakers/2426848,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_5.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_1.jpg', 'path': 'full/d0ed23cdee69e952ac9e4133e011180220df73c3.jpg', 'checksum': 'f8a41702f554eb79dfdf9ddb094a4ffb'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_2.jpg', 'path': 'full/8b8af4363eecbfa9cdf3abe6ed48c07a34868f1b.jpg', 'checksum': 'ff3de69a509b36d5b82d38983320300d'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_3.jpg', 'path': 'full/896eaf9de7b73c2a8e1fb025faf11b9a476edc6c.jpg', 'checksum': '3dfd2b85157fd86e31de3759fd5c1360'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_4.jpg', 'path': 'full/1a82a23d8d800e67801ed5b1eee5b549668d34b1.jpg', 'checksum': '8411a1954a9ffe5fe9b27c39cee0a4b3'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181751M237033_5.jpg', 'path': 'full/7ed526de0f395e04af7c851ec0ff3756382db3e3.jpg', 'checksum': 'aab40a88ff614c2534b74617637d2446'}]"
Black Suede & Canvas Sneakers,https://www.ssense.com/men/product/prada/black-suede-and-canvas-sneakers/2600018,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_5.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_6.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_1.jpg', 'path': 'full/9ccf4ddd551f3957c1bcf6219ae70985539f3220.jpg', 'checksum': '4ebf5e7dc4ba380fae312f23a9faf854'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_2.jpg', 'path': 'full/89b1fe2e3546da5fcec04f9e85fac24743ec1576.jpg', 'checksum': 'bbb2a3341b1d246b09922982cc499f75'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_3.jpg', 'path': 'full/8c78971f8a9171953eb891fa79c1d4d7d233e1ca.jpg', 'checksum': 'dcc4e878f9c5711ebca436673d8decc1'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_4.jpg', 'path': 'full/e04351d627beaaf45733216d94e1c3acf32be4e6.jpg', 'checksum': 'bd4eb47a2389f70ca5a61728d7304414'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_5.jpg', 'path': 'full/3f4b25e50b424a96e7f436dd08210025c9554bf8.jpg', 'checksum': '523b15aaa9a7728323a6c6abc57deb2a'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181962M237032_6.jpg', 'path': 'full/04c8170225dcc8a0b088ff8384be1ff782d7f224.jpg', 'checksum': '75a23f23140295f46ee42ced569bf878'}]"
Black Micro 'Bag Bugs' Sneakers,https://www.ssense.com/men/product/fendi/black-micro-bag-bugs-sneakers/2579348,"https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_1.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_2.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_3.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_4.jpg,https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_5.jpg","[{'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_1.jpg', 'path': 'full/c988a4b1130fdfc7e270d3ab7c262a40023fe066.jpg', 'checksum': '624f74bc74c86b9979ca6868cefa3801'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_2.jpg', 'path': 'full/645c74d54f9b44b1dc8858faa8b698701ece3175.jpg', 'checksum': '0ffa35b4dd0f05919bb60cfc0bffa99c'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_3.jpg', 'path': 'full/be2eeea2ad92c01ac905ef6130d69b633a910a45.jpg', 'checksum': '1bd93c433d028709c9454172c80acb02'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_4.jpg', 'path': 'full/82ca7a349556d74f0d1e149bfe348feb1dfa4216.jpg', 'checksum': '674c72370aa29ea1bcc5b19b86abf596'}, {'url': 'https://res.cloudinary.com/ssenseweb/image/upload/b_white,c_lpad,g_center,h_960,w_960/c_scale,h_680/f_auto,dpr_1.0/181693M237012_5.jpg', 'path': 'full/72520dee7fdb2cbbf39cb871c7b25cb518c8c5d3.jpg', 'checksum': 'ea0307d4105d60f22406060d1041444a'}]"
