file_urls,files,full_urls
,,https://www.cgtrader.com/items/108618/free-downloads/379253
,,https://www.cgtrader.com/items/83705/free-downloads/270854
,,https://www.cgtrader.com/items/100907/free-downloads/338654
,,https://www.cgtrader.com/items/70751/free-downloads/230242
,,https://www.cgtrader.com/items/149100/free-downloads/516531
,,https://www.cgtrader.com/items/70749/free-downloads/230233
,,https://www.cgtrader.com/items/91595/free-downloads/299594
,,https://www.cgtrader.com/items/107265/free-downloads/372370
,,https://www.cgtrader.com/items/82792/free-downloads/268097
,,https://www.cgtrader.com/items/54899/free-downloads/185551
,,https://www.cgtrader.com/items/182924/free-downloads/727753
,,https://www.cgtrader.com/items/174012/free-downloads/688881
,,https://www.cgtrader.com/items/81289/free-downloads/263363
,,https://www.cgtrader.com/items/179761/free-downloads/700862
,,https://www.cgtrader.com/items/71612/free-downloads/234412
,,https://www.cgtrader.com/items/244356/free-downloads/1021087
,,https://www.cgtrader.com/items/93908/free-downloads/307315
,,https://www.cgtrader.com/items/78917/free-downloads/255406
,,https://www.cgtrader.com/items/74763/free-downloads/246813
,,https://www.cgtrader.com/items/240590/free-downloads/1013828
,,https://www.cgtrader.com/items/88269/free-downloads/284603
,,https://www.cgtrader.com/items/95194/free-downloads/312430
,,https://www.cgtrader.com/items/596851/free-downloads/1274101
,,https://www.cgtrader.com/items/74385/free-downloads/245362
,,https://www.cgtrader.com/items/40581/free-downloads/141391
,,https://www.cgtrader.com/items/240226/free-downloads/1013220
,,https://www.cgtrader.com/items/82358/free-downloads/267232
,,https://www.cgtrader.com/items/118655/free-downloads/411072
,,https://www.cgtrader.com/items/244345/free-downloads/1021073
,,https://www.cgtrader.com/items/83034/free-downloads/268806
,,https://www.cgtrader.com/items/75849/free-downloads/250236
,,https://www.cgtrader.com/items/106031/free-downloads/363993
,,https://www.cgtrader.com/items/244361/free-downloads/1021093
,,https://www.cgtrader.com/items/108608/free-downloads/379215
,,https://www.cgtrader.com/items/244363/free-downloads/1021095
,,https://www.cgtrader.com/items/244350/free-downloads/1021079
,,https://www.cgtrader.com/items/82816/free-downloads/268127
,,https://www.cgtrader.com/items/82791/free-downloads/268096
,,https://www.cgtrader.com/items/82790/free-downloads/268095
,,https://www.cgtrader.com/items/108603/free-downloads/379198
,,https://www.cgtrader.com/items/82789/free-downloads/268094
,,https://www.cgtrader.com/items/244311/free-downloads/1021032
,,https://www.cgtrader.com/items/75846/free-downloads/250227
,,https://www.cgtrader.com/items/82788/free-downloads/268093
